m, None
1.191000000000000117e-06,6.902958799999999728e-01
1.191499999999999942e-06,7.191535199999999906e-01
1.191999999999999980e-06,7.477991600000000183e-01
1.192499999999999806e-06,7.720196799999999859e-01
1.193000000000000055e-06,7.426357300000000494e-01
1.193500000000000093e-06,7.085252399999999451e-01
1.193999999999999918e-06,7.462132599999999893e-01
1.194499999999999956e-06,7.532910699999999515e-01
1.194999999999999994e-06,7.081834700000000371e-01
1.195500000000000031e-06,6.834151099999999923e-01
1.195999999999999857e-06,7.018524400000000218e-01
1.196499999999999895e-06,7.464588300000000176e-01
1.197000000000000144e-06,7.513492699999999580e-01
1.197499999999999970e-06,7.287861700000000109e-01
1.198000000000000007e-06,7.251405699999999843e-01
1.198499999999999833e-06,6.574341099999999605e-01
1.199000000000000082e-06,6.057144399999999651e-01
1.199499999999999908e-06,6.747463299999999498e-01
1.199999999999999946e-06,7.259828999999999866e-01
1.200499999999999983e-06,7.145721299999999720e-01
1.201000000000000021e-06,6.950740199999999591e-01
1.201500000000000058e-06,6.817045800000000044e-01
1.201999999999999884e-06,7.054840300000000397e-01
1.202499999999999922e-06,7.457234900000000444e-01
1.203000000000000171e-06,7.108324200000000204e-01
1.203499999999999997e-06,6.130822900000000297e-01
1.204000000000000034e-06,6.140715500000000215e-01
1.204499999999999860e-06,6.984341099999999969e-01
1.205000000000000110e-06,7.309669899999999831e-01
1.205499999999999935e-06,7.688424000000000369e-01
1.205999999999999973e-06,7.966136299999999615e-01
1.206500000000000011e-06,7.579693199999999464e-01
1.207000000000000048e-06,7.223042800000000208e-01
1.207500000000000086e-06,7.143705500000000486e-01
1.207999999999999911e-06,7.238675399999999760e-01
1.208499999999999949e-06,7.317349899999999741e-01
1.208999999999999987e-06,7.314201599999999859e-01
1.209500000000000024e-06,7.352687700000000159e-01
1.210000000000000062e-06,7.632410499999999764e-01
1.210499999999999888e-06,7.964330299999999863e-01
1.211000000000000137e-06,7.523909800000000425e-01
1.211499999999999963e-06,6.850548400000000537e-01
1.212000000000000000e-06,6.827733499999999456e-01
1.212499999999999826e-06,7.185978299999999930e-01
1.213000000000000075e-06,7.730516200000000504e-01
1.213500000000000113e-06,7.784696199999999733e-01
1.213999999999999939e-06,7.223314600000000363e-01
1.214499999999999976e-06,6.958038800000000412e-01
1.215000000000000014e-06,7.141856600000000554e-01
1.215500000000000051e-06,7.626089999999999813e-01
1.215999999999999877e-06,7.940117100000000372e-01
1.216499999999999915e-06,7.709852499999999553e-01
1.217000000000000164e-06,7.765558999999999656e-01
1.217499999999999990e-06,8.114761700000000522e-01
1.218000000000000027e-06,8.143797499999999578e-01
1.218499999999999853e-06,8.027114899999999720e-01
1.219000000000000103e-06,7.882257099999999683e-01
1.219499999999999928e-06,7.902427899999999727e-01
1.219999999999999966e-06,8.004857300000000064e-01
1.220500000000000004e-06,8.113684700000000083e-01
1.221000000000000041e-06,8.038963099999999473e-01
1.221500000000000079e-06,7.726628199999999724e-01
1.221999999999999904e-06,7.768827099999999763e-01
1.222499999999999942e-06,7.954258300000000004e-01
1.223000000000000191e-06,7.916626300000000338e-01
1.223500000000000017e-06,7.858185800000000443e-01
1.224000000000000055e-06,7.957684999999999897e-01
1.224499999999999881e-06,8.124237699999999895e-01
1.225000000000000130e-06,8.187267799999999873e-01
1.225499999999999956e-06,8.192749000000000281e-01
1.225999999999999993e-06,8.246229899999999446e-01
1.226499999999999819e-06,8.086724899999999661e-01
1.227000000000000068e-06,7.842250499999999791e-01
1.227500000000000106e-06,8.038977999999999957e-01
1.227999999999999932e-06,8.381484200000000051e-01
1.228499999999999969e-06,8.453454999999999719e-01
1.229000000000000007e-06,8.310644600000000048e-01
1.229500000000000044e-06,8.216341700000000525e-01
1.230000000000000082e-06,8.344973300000000371e-01
1.230499999999999908e-06,8.523297300000000076e-01
1.231000000000000157e-06,8.574834500000000359e-01
1.231499999999999983e-06,8.562514199999999853e-01
1.232000000000000020e-06,8.544363400000000164e-01
1.232499999999999846e-06,8.429288900000000417e-01
1.233000000000000096e-06,8.304161399999999693e-01
1.233500000000000133e-06,8.402907299999999857e-01
1.233999999999999959e-06,8.596463800000000433e-01
1.234499999999999997e-06,8.655310899999999474e-01
1.235000000000000034e-06,8.641979699999999820e-01
1.235500000000000072e-06,8.645962499999999551e-01
1.235999999999999897e-06,8.638003499999999946e-01
1.236499999999999935e-06,8.578010799999999936e-01
1.237000000000000184e-06,8.560565100000000482e-01
1.237500000000000010e-06,8.633297100000000279e-01
1.238000000000000048e-06,8.673396700000000070e-01
1.238499999999999874e-06,8.671664000000000039e-01
1.239000000000000123e-06,8.689616300000000404e-01
1.239499999999999949e-06,8.706637000000000404e-01
1.239999999999999986e-06,8.681124399999999852e-01
1.240500000000000024e-06,8.618432299999999602e-01
1.241000000000000061e-06,8.600193299999999708e-01
1.241500000000000099e-06,8.640565300000000448e-01
1.241999999999999925e-06,8.673480199999999973e-01
1.242499999999999962e-06,8.686413200000000501e-01
1.243000000000000000e-06,8.688823599999999647e-01
1.243500000000000037e-06,8.678065499999999544e-01
1.244000000000000075e-06,8.657412500000000177e-01
1.244499999999999901e-06,8.650910899999999515e-01
1.245000000000000150e-06,8.659430099999999575e-01
1.245499999999999976e-06,8.661487700000000123e-01
1.246000000000000013e-06,8.662589800000000118e-01
1.246499999999999839e-06,8.660380199999999640e-01
1.247000000000000089e-06,8.655719200000000502e-01
1.247500000000000126e-06,8.644630899999999896e-01
1.247999999999999952e-06,8.620224600000000459e-01
1.248499999999999990e-06,8.611847200000000147e-01
1.249000000000000027e-06,8.613254999999999661e-01
1.249500000000000065e-06,8.606035699999999844e-01
1.250000000000000102e-06,8.613986399999999932e-01
1.250499999999999928e-06,8.606687200000000537e-01
1.250999999999999966e-06,8.575043700000000158e-01
1.251500000000000003e-06,8.570820099999999497e-01
1.252000000000000041e-06,8.558714400000000389e-01
1.252499999999999867e-06,8.526660799999999929e-01
1.252999999999999904e-06,8.535515099999999578e-01
1.253500000000000153e-06,8.530424199999999679e-01
1.253999999999999979e-06,8.470880400000000421e-01
1.254500000000000017e-06,8.461343599999999743e-01
1.254999999999999843e-06,8.474736200000000386e-01
1.255500000000000092e-06,8.409724200000000538e-01
1.255999999999999918e-06,8.384141899999999481e-01
1.256499999999999955e-06,8.437138199999999477e-01
1.256999999999999993e-06,8.393511799999999745e-01
1.257500000000000030e-06,8.324068799999999602e-01
1.258000000000000068e-06,8.363525299999999829e-01
1.258499999999999894e-06,8.315276499999999515e-01
1.258999999999999931e-06,8.171719299999999908e-01
1.259499999999999969e-06,8.158031100000000535e-01
1.260000000000000007e-06,8.162996200000000036e-01
1.260500000000000044e-06,8.053168099999999940e-01
1.260999999999999870e-06,7.949798099999999534e-01
1.261500000000000119e-06,7.882897899999999902e-01
1.261999999999999945e-06,7.768000999999999934e-01
1.262499999999999983e-06,7.656148699999999474e-01
1.262999999999999808e-06,7.616600399999999826e-01
1.263500000000000058e-06,7.528123300000000295e-01
1.264000000000000095e-06,7.400096099999999844e-01
1.264499999999999921e-06,7.378926300000000493e-01
1.264999999999999959e-06,7.451744700000000332e-01
1.265499999999999996e-06,7.457728399999999924e-01
1.266000000000000034e-06,7.435335499999999875e-01
1.266499999999999860e-06,7.568965600000000515e-01
1.266999999999999897e-06,7.660430099999999687e-01
1.267500000000000146e-06,7.614915399999999668e-01
1.267999999999999972e-06,7.046489099999999617e-01
1.268500000000000010e-06,5.855838700000000063e-01
1.268999999999999836e-06,5.537961700000000320e-01
1.269500000000000085e-06,6.489235800000000554e-01
1.270000000000000123e-06,7.377664400000000233e-01
1.270499999999999948e-06,7.705996600000000196e-01
1.270999999999999986e-06,7.816756400000000049e-01
1.271500000000000023e-06,7.893256499999999898e-01
1.272000000000000061e-06,7.914340500000000000e-01
1.272499999999999887e-06,7.880403999999999742e-01
1.272999999999999924e-06,7.907638000000000167e-01
1.273500000000000174e-06,8.003784400000000243e-01
1.274000000000000000e-06,8.043481700000000290e-01
1.274500000000000037e-06,8.051589099999999499e-01
1.274999999999999863e-06,8.125217000000000134e-01
1.275500000000000112e-06,8.222277799999999637e-01
1.275999999999999938e-06,8.209535500000000319e-01
1.276499999999999976e-06,8.143793900000000363e-01
1.277000000000000013e-06,8.142073800000000361e-01
1.277500000000000051e-06,8.268563199999999780e-01
1.278000000000000088e-06,8.377559799999999557e-01
1.278499999999999914e-06,8.352419700000000002e-01
1.278999999999999952e-06,8.317725099999999649e-01
1.279499999999999989e-06,8.279709800000000230e-01
1.280000000000000027e-06,8.296565399999999979e-01
1.280500000000000064e-06,8.348873900000000070e-01
1.280999999999999890e-06,8.418827700000000025e-01
1.281500000000000139e-06,8.552231799999999717e-01
1.281999999999999965e-06,8.607885800000000254e-01
1.282500000000000003e-06,8.590294699999999617e-01
1.282999999999999829e-06,8.596846500000000502e-01
1.283500000000000078e-06,8.607934099999999811e-01
1.284000000000000116e-06,8.554271500000000250e-01
1.284499999999999941e-06,8.491111399999999865e-01
1.284999999999999979e-06,8.568318499999999505e-01
1.285500000000000016e-06,8.687218399999999674e-01
1.286000000000000054e-06,8.683319099999999846e-01
1.286499999999999880e-06,8.595278899999999611e-01
1.286999999999999917e-06,8.531335599999999575e-01
1.287500000000000167e-06,8.450866900000000292e-01
1.287999999999999993e-06,8.249636299999999478e-01
1.288500000000000030e-06,8.044858000000000287e-01
1.288999999999999856e-06,8.100171699999999531e-01
1.289500000000000105e-06,8.342843699999999973e-01
1.289999999999999931e-06,8.491591200000000450e-01
1.290499999999999969e-06,8.591105300000000389e-01
1.291000000000000006e-06,8.596596699999999869e-01
1.291500000000000044e-06,8.260303100000000454e-01
1.292000000000000081e-06,7.920338500000000392e-01
1.292499999999999907e-06,8.033781100000000341e-01
1.292999999999999945e-06,8.353067600000000370e-01
1.293500000000000194e-06,8.462380800000000036e-01
1.294000000000000020e-06,8.392256500000000452e-01
1.294500000000000057e-06,8.339727500000000404e-01
1.294999999999999883e-06,8.024103000000000208e-01
1.295500000000000132e-06,7.629095299999999469e-01
1.295999999999999958e-06,7.704292499999999544e-01
1.296499999999999996e-06,7.744089400000000456e-01
1.297000000000000033e-06,7.360360599999999920e-01
1.297500000000000071e-06,7.284513099999999630e-01
1.298000000000000109e-06,7.866962600000000361e-01
1.298499999999999934e-06,8.428580199999999856e-01
1.298999999999999972e-06,8.284444199999999592e-01
1.299500000000000009e-06,7.800402600000000408e-01
1.300000000000000047e-06,7.542194700000000029e-01
1.300500000000000085e-06,7.156386999999999610e-01
1.300999999999999910e-06,7.158799200000000029e-01
1.301500000000000160e-06,7.851219799999999971e-01
1.301999999999999986e-06,8.069739299999999504e-01
1.302500000000000023e-06,7.752904299999999749e-01
1.302999999999999849e-06,7.521966100000000433e-01
1.303500000000000098e-06,7.038335199999999903e-01
1.304000000000000136e-06,6.166920099999999572e-01
1.304499999999999962e-06,6.272627100000000011e-01
1.304999999999999999e-06,7.402204900000000087e-01
1.305500000000000037e-06,7.934994699999999845e-01
1.306000000000000074e-06,7.444133800000000134e-01
1.306499999999999900e-06,6.349393700000000029e-01
1.306999999999999938e-06,6.185227599999999493e-01
1.307500000000000187e-06,6.878563800000000450e-01
1.308000000000000013e-06,7.083747999999999712e-01
1.308500000000000050e-06,7.304591499999999460e-01
1.308999999999999876e-06,7.294405099999999864e-01
1.309500000000000126e-06,6.485084899999999930e-01
1.309999999999999951e-06,5.733448899999999959e-01
1.310499999999999989e-06,5.870634900000000211e-01
1.311000000000000026e-06,6.848068800000000067e-01
1.311500000000000064e-06,7.617753099999999833e-01
1.312000000000000102e-06,7.123593700000000473e-01
1.312499999999999927e-06,6.138372399999999507e-01
1.312999999999999965e-06,5.614319399999999627e-01
1.313499999999999791e-06,5.345463799999999877e-01
1.314000000000000040e-06,5.277202100000000229e-01
1.314500000000000078e-06,5.314713100000000301e-01
1.314999999999999903e-06,5.236012899999999970e-01
1.315499999999999941e-06,5.583193899999999710e-01
1.315999999999999979e-06,6.685098999999999902e-01
1.316500000000000016e-06,6.887006799999999540e-01
1.317000000000000054e-06,6.399434200000000406e-01
1.317499999999999880e-06,6.921655500000000183e-01
1.318000000000000129e-06,6.702761099999999805e-01
1.318499999999999955e-06,5.508351900000000301e-01
1.318999999999999992e-06,5.119390499999999511e-01
1.319499999999999818e-06,4.960874599999999801e-01
1.320000000000000067e-06,4.767099899999999724e-01
1.320500000000000105e-06,5.226218700000000439e-01
1.320999999999999931e-06,5.752531899999999698e-01
1.321499999999999968e-06,6.018885999999999958e-01
1.322000000000000006e-06,6.101286999999999683e-01
1.322500000000000043e-06,5.121422399999999708e-01
1.322999999999999869e-06,4.333026999999999851e-01
1.323499999999999907e-06,4.640950600000000037e-01
1.324000000000000156e-06,4.909917100000000256e-01
1.324499999999999982e-06,5.655279800000000412e-01
1.325000000000000019e-06,6.163216799999999829e-01
1.325499999999999845e-06,5.720050300000000254e-01
1.326000000000000095e-06,5.695366899999999566e-01
1.326499999999999920e-06,5.403173000000000004e-01
1.326999999999999958e-06,4.713805600000000040e-01
1.327499999999999996e-06,4.772067099999999784e-01
1.328000000000000033e-06,4.479437199999999897e-01
1.328500000000000071e-06,3.438376200000000105e-01
1.328999999999999896e-06,3.079576800000000114e-01
1.329499999999999934e-06,3.544744300000000070e-01
1.329999999999999972e-06,3.860649800000000020e-01
1.330500000000000009e-06,3.439661600000000208e-01
1.331000000000000047e-06,2.473745199999999866e-01
1.331499999999999873e-06,1.937312599999999885e-01
1.332000000000000122e-06,2.093384699999999987e-01
1.332499999999999948e-06,2.658683700000000205e-01
1.332999999999999985e-06,3.186759100000000067e-01
1.333499999999999811e-06,2.947087600000000140e-01
1.334000000000000060e-06,2.996728699999999801e-01
1.334500000000000098e-06,3.791088799999999814e-01
1.334999999999999924e-06,4.179137299999999833e-01
1.335499999999999961e-06,3.791825200000000229e-01
1.335999999999999999e-06,3.413902500000000062e-01
1.336500000000000036e-06,3.688642699999999941e-01
1.336999999999999862e-06,3.240029500000000118e-01
1.337499999999999900e-06,2.428363000000000049e-01
1.338000000000000149e-06,2.885268599999999961e-01
1.338499999999999975e-06,3.590066700000000277e-01
1.339000000000000012e-06,3.681950900000000027e-01
1.339499999999999838e-06,3.612278400000000222e-01
1.340000000000000088e-06,2.852661300000000066e-01
1.340500000000000125e-06,2.298611000000000126e-01
1.340999999999999951e-06,2.589287200000000011e-01
1.341499999999999989e-06,2.678996599999999839e-01
1.342000000000000026e-06,3.304038300000000095e-01
1.342500000000000064e-06,3.595643299999999876e-01
1.342999999999999889e-06,2.945434699999999739e-01
1.343499999999999927e-06,2.256156400000000062e-01
1.344000000000000176e-06,1.148431500000000050e-01
1.344500000000000002e-06,8.504369999999999985e-02
1.345000000000000040e-06,1.548953499999999872e-01
1.345499999999999866e-06,1.478104699999999994e-01
1.346000000000000115e-06,9.376494999999999969e-02
1.346499999999999941e-06,7.516077000000000174e-02
1.346999999999999978e-06,6.692990000000000050e-02
1.347500000000000016e-06,3.627795000000000325e-02
1.348000000000000053e-06,7.914660000000000445e-03
1.348500000000000091e-06,4.009210000000000031e-03
1.348999999999999917e-06,1.806247000000000061e-02
1.349499999999999954e-06,3.103979000000000113e-02
1.349999999999999992e-06,1.955946999999999894e-02
1.350500000000000029e-06,4.169759999999999786e-03
1.351000000000000067e-06,1.394609999999999904e-03
1.351499999999999893e-06,1.156909999999999926e-03
1.352000000000000142e-06,8.526599999999999848e-04
1.352499999999999968e-06,6.216099999999999794e-04
1.353000000000000005e-06,2.164400000000000080e-04
1.353499999999999831e-06,5.120999999999999928e-05
1.354000000000000081e-06,4.179999999999999959e-05
1.354500000000000118e-06,1.684000000000000140e-05
1.354999999999999944e-06,7.000000000000000477e-08
1.355499999999999982e-06,1.699999999999999870e-07
1.356000000000000019e-06,4.580000000000000195e-06
1.356500000000000057e-06,9.890000000000000177e-06
1.356999999999999882e-06,6.680000000000000418e-06
1.357499999999999920e-06,1.239999999999999986e-06
1.358000000000000169e-06,7.000000000000000477e-08
1.358499999999999995e-06,4.000000000000000084e-08
1.359000000000000033e-06,1.000000000000000021e-08
1.359499999999999859e-06,1.000000000000000021e-08
1.360000000000000108e-06,1.000000000000000021e-08
1.360500000000000145e-06,1.000000000000000021e-08
1.360999999999999971e-06,0.000000000000000000e+00
1.361500000000000009e-06,0.000000000000000000e+00
1.362000000000000046e-06,0.000000000000000000e+00
1.362500000000000084e-06,2.999999999999999732e-08
1.362999999999999910e-06,1.199999999999999893e-07
1.363499999999999947e-06,1.299999999999999994e-07
1.364000000000000197e-06,4.999999999999999774e-08
1.364500000000000022e-06,0.000000000000000000e+00
1.365000000000000060e-06,0.000000000000000000e+00
1.365499999999999886e-06,4.000000000000000084e-08
1.366000000000000135e-06,9.999999999999999547e-08
1.366499999999999961e-06,8.999999999999999857e-08
1.366999999999999998e-06,2.999999999999999732e-08
1.367500000000000036e-06,0.000000000000000000e+00
1.368000000000000074e-06,0.000000000000000000e+00
1.368500000000000111e-06,0.000000000000000000e+00
1.368999999999999937e-06,0.000000000000000000e+00
1.369499999999999975e-06,0.000000000000000000e+00
1.370000000000000012e-06,0.000000000000000000e+00
1.370500000000000050e-06,0.000000000000000000e+00
1.371000000000000087e-06,0.000000000000000000e+00
1.371499999999999913e-06,0.000000000000000000e+00
1.372000000000000162e-06,1.000000000000000021e-08
1.372499999999999988e-06,4.000000000000000084e-08
1.373000000000000026e-06,5.400000000000000179e-07
1.373499999999999852e-06,1.799999999999999919e-06
1.374000000000000101e-06,2.139999999999999840e-06
1.374500000000000138e-06,3.149999999999999910e-06
1.374999999999999964e-06,1.826999999999999957e-05
1.375500000000000002e-06,3.101000000000000295e-05
1.375999999999999828e-06,1.654999999999999909e-05
1.376500000000000077e-06,1.900000000000000020e-06
1.376999999999999903e-06,3.237999999999999830e-05
1.377499999999999940e-06,1.008400000000000035e-04
1.377999999999999978e-06,1.061399999999999968e-04
1.378500000000000015e-06,3.775999999999999761e-05
1.379000000000000053e-06,1.909999999999999924e-06
1.379499999999999879e-06,3.180000000000000047e-06
1.379999999999999916e-06,2.009999999999999814e-06
1.380500000000000166e-06,2.999999999999999864e-07
1.380999999999999992e-06,0.000000000000000000e+00
1.381500000000000029e-06,0.000000000000000000e+00
1.381999999999999855e-06,0.000000000000000000e+00
1.382500000000000104e-06,0.000000000000000000e+00
1.382999999999999930e-06,0.000000000000000000e+00
1.383499999999999968e-06,0.000000000000000000e+00
1.383999999999999793e-06,0.000000000000000000e+00
1.384500000000000043e-06,0.000000000000000000e+00
1.385000000000000080e-06,0.000000000000000000e+00
1.385499999999999906e-06,1.000000000000000021e-08
1.385999999999999944e-06,4.400000000000000224e-07
1.386499999999999981e-06,4.310000000000000239e-06
1.387000000000000019e-06,8.579999999999999167e-06
1.387500000000000056e-06,6.000000000000000152e-06
1.387999999999999882e-06,1.579999999999999907e-06
1.388500000000000131e-06,2.063000000000000069e-05
1.388999999999999957e-06,7.320999999999999871e-05
1.389499999999999995e-06,9.432999999999999979e-05
1.389999999999999821e-06,7.297000000000000101e-05
1.390500000000000070e-06,7.239999999999999799e-05
1.391000000000000108e-06,1.005300000000000014e-04
1.391499999999999933e-06,1.015000000000000006e-04
1.391999999999999971e-06,4.220000000000000254e-05
1.392500000000000008e-06,2.839999999999999914e-06
1.393000000000000046e-06,1.049999999999999942e-05
1.393499999999999872e-06,1.435999999999999973e-05
1.393999999999999909e-06,7.490000000000000286e-06
1.394500000000000159e-06,1.309999999999999951e-06
1.394999999999999985e-06,1.900000000000000073e-07
1.395500000000000022e-06,0.000000000000000000e+00
1.395999999999999848e-06,0.000000000000000000e+00
1.396500000000000097e-06,3.599999999999999943e-07
1.396999999999999923e-06,1.079100000000000019e-04
1.397499999999999961e-06,3.658099999999999958e-04
1.397999999999999998e-06,4.342200000000000270e-04
1.398500000000000036e-06,2.272300000000000047e-04
1.399000000000000073e-06,7.763000000000000044e-05
1.399499999999999899e-06,2.659000000000000122e-05
1.399999999999999937e-06,1.699999999999999870e-07
1.400499999999999974e-06,0.000000000000000000e+00
1.401000000000000012e-06,8.999999999999999857e-08
1.401500000000000049e-06,1.462799999999999886e-04
1.401999999999999875e-06,1.051459999999999938e-03
1.402500000000000124e-06,1.732690000000000055e-03
1.402999999999999950e-06,9.935400000000000047e-04
1.403499999999999988e-06,2.725100000000000048e-04
1.403999999999999814e-06,1.144599999999999985e-04
1.404500000000000063e-06,8.189999999999999513e-06
1.405000000000000101e-06,1.675000000000000057e-05
1.405499999999999926e-06,2.337999999999999909e-04
1.405999999999999964e-06,5.035000000000000413e-04
1.406500000000000001e-06,3.735999999999999738e-04
1.407000000000000039e-06,1.100199999999999936e-04
1.407500000000000077e-06,2.473999999999999962e-04
1.407999999999999902e-06,5.337000000000000164e-04
1.408500000000000152e-06,4.503900000000000026e-04
1.408999999999999978e-06,1.756499999999999869e-04
1.409500000000000015e-06,4.462000000000000308e-05
1.409999999999999841e-06,1.619000000000000051e-04
1.410500000000000090e-06,5.519599999999999940e-04
1.411000000000000128e-06,1.018089999999999924e-03
1.411499999999999954e-06,1.672969999999999969e-03
1.411999999999999991e-06,3.915130000000000172e-03
1.412500000000000029e-06,1.317470999999999920e-02
1.413000000000000066e-06,1.992827000000000140e-02
1.413499999999999892e-06,1.109336000000000003e-02
1.413999999999999930e-06,1.487720000000000101e-03
1.414500000000000179e-06,1.760999999999999911e-05
1.415000000000000005e-06,3.678600000000000186e-04
1.415500000000000042e-06,7.668399999999999696e-03
1.415999999999999868e-06,2.472809999999999939e-02
1.416500000000000117e-06,2.925673000000000162e-02
1.416999999999999943e-06,1.367276000000000082e-02
1.417499999999999981e-06,3.186099999999999870e-03
1.418000000000000018e-06,4.383910000000000411e-03
1.418500000000000056e-06,5.232109999999999886e-03
1.419000000000000094e-06,2.222309999999999910e-03
1.419499999999999919e-06,8.969899999999999618e-04
1.419999999999999957e-06,2.771940000000000081e-03
1.420499999999999994e-06,4.628759999999999993e-03
1.421000000000000032e-06,7.609290000000000324e-03
1.421500000000000070e-06,1.883556999999999940e-02
1.421999999999999895e-06,3.903071999999999792e-02
1.422500000000000145e-06,4.030129999999999824e-02
1.422999999999999971e-06,1.635955999999999869e-02
1.423500000000000008e-06,3.887999999999999963e-03
1.423999999999999834e-06,1.902380000000000043e-02
1.424500000000000083e-06,3.656166000000000277e-02
1.425000000000000121e-06,2.793253999999999876e-02
1.425499999999999947e-06,1.574827999999999992e-02
1.425999999999999984e-06,4.446470999999999757e-02
1.426500000000000022e-06,7.729798999999999698e-02
1.427000000000000059e-06,5.341312000000000143e-02
1.427500000000000097e-06,1.387393999999999954e-02
1.427999999999999923e-06,2.187290000000000154e-03
1.428500000000000172e-06,1.179499999999999993e-02
1.428999999999999998e-06,3.678212000000000148e-02
1.429500000000000035e-06,5.686259999999999926e-02
1.429999999999999861e-06,1.072968200000000011e-01
1.430500000000000110e-06,1.517974599999999952e-01
1.431000000000000148e-06,9.123396999999999757e-02
1.431499999999999974e-06,1.639354999999999979e-02
1.432000000000000011e-06,1.699079999999999948e-03
1.432500000000000049e-06,1.164813999999999954e-02
1.433000000000000087e-06,4.593983000000000094e-02
1.433499999999999912e-06,6.330785999999999358e-02
1.433999999999999950e-06,3.271761000000000114e-02
1.434500000000000199e-06,1.302424999999999937e-02
1.435000000000000025e-06,3.287679999999999769e-02
1.435500000000000063e-06,5.566912999999999723e-02
1.435999999999999888e-06,5.331120999999999777e-02
1.436500000000000138e-06,3.815937999999999969e-02
1.436999999999999964e-06,2.343276999999999860e-02
1.437500000000000001e-06,1.023975000000000059e-02
1.438000000000000039e-06,2.113322999999999938e-02
1.438499999999999864e-06,5.585062999999999833e-02
1.439000000000000114e-06,6.262389999999999624e-02
1.439499999999999940e-06,4.484267000000000114e-02
1.439999999999999977e-06,5.225203999999999960e-02
1.440499999999999803e-06,5.569526000000000338e-02
1.441000000000000052e-06,3.230378999999999889e-02
1.441500000000000090e-06,2.096539999999999862e-02
1.441999999999999916e-06,2.884398999999999991e-02
1.442499999999999953e-06,3.132229000000000263e-02
1.442999999999999991e-06,6.010101999999999806e-02
1.443500000000000028e-06,1.029692100000000055e-01
1.443999999999999854e-06,8.839378000000000513e-02
1.444499999999999892e-06,5.908841000000000093e-02
1.445000000000000141e-06,4.369479999999999892e-02
1.445499999999999967e-06,1.924375000000000044e-02
1.446000000000000004e-06,2.357843000000000092e-02
1.446499999999999830e-06,4.463773000000000046e-02
1.447000000000000080e-06,6.392200000000000659e-02
1.447499999999999905e-06,1.309038299999999988e-01
1.447999999999999943e-06,1.807182900000000036e-01
1.448499999999999981e-06,1.600852600000000070e-01
1.449000000000000018e-06,1.444988000000000106e-01
1.449500000000000056e-06,1.118798299999999996e-01
1.449999999999999881e-06,4.359388000000000152e-02
1.450499999999999919e-06,6.464310000000000021e-03
1.451000000000000168e-06,2.310925000000000132e-02
1.451499999999999994e-06,5.372740000000000155e-02
1.452000000000000032e-06,7.092281000000000279e-02
1.452499999999999858e-06,9.255778000000000616e-02
1.453000000000000107e-06,1.340493399999999891e-01
1.453499999999999933e-06,2.155553799999999909e-01
1.453999999999999970e-06,2.605523499999999881e-01
1.454500000000000008e-06,1.974075399999999925e-01
1.455000000000000045e-06,1.071326100000000031e-01
1.455500000000000083e-06,8.314713999999999439e-02
1.455999999999999909e-06,1.400554300000000085e-01
1.456499999999999946e-06,1.959759899999999888e-01
1.456999999999999984e-06,1.903209700000000060e-01
1.457500000000000021e-06,1.923515199999999981e-01
1.458000000000000059e-06,2.672223400000000026e-01
1.458499999999999885e-06,3.378730099999999736e-01
1.459000000000000134e-06,3.386946000000000123e-01
1.459499999999999960e-06,2.726205300000000276e-01
1.459999999999999997e-06,1.581734599999999880e-01
1.460499999999999823e-06,1.062325199999999970e-01
1.461000000000000073e-06,1.158350100000000021e-01
1.461500000000000110e-06,1.345348399999999889e-01
1.461999999999999936e-06,2.014887599999999890e-01
1.462499999999999974e-06,2.036095099999999936e-01
1.463000000000000011e-06,1.194444100000000009e-01
1.463500000000000049e-06,1.454377199999999926e-01
1.463999999999999874e-06,3.003466699999999823e-01
1.464499999999999912e-06,3.531239899999999987e-01
1.465000000000000161e-06,2.240796399999999966e-01
1.465499999999999987e-06,1.145840199999999948e-01
1.466000000000000025e-06,7.747537000000000174e-02
1.466499999999999851e-06,4.354558000000000040e-02
1.467000000000000100e-06,4.247204999999999731e-02
1.467499999999999926e-06,7.904298999999999353e-02
1.467999999999999963e-06,1.333761199999999869e-01
1.468500000000000001e-06,1.767305399999999915e-01
1.469000000000000038e-06,1.413494100000000087e-01
1.469500000000000076e-06,7.115438999999999792e-02
1.469999999999999902e-06,5.166243000000000224e-02
1.470499999999999939e-06,3.751387999999999945e-02
1.471000000000000189e-06,3.047986000000000098e-02
1.471500000000000014e-06,5.429337000000000052e-02
1.472000000000000052e-06,5.678114000000000078e-02
1.472499999999999878e-06,6.105638000000000037e-02
1.473000000000000127e-06,8.808486999999999567e-02
1.473499999999999953e-06,1.081846900000000000e-01
1.473999999999999990e-06,2.001733599999999946e-01
1.474499999999999816e-06,3.637518000000000140e-01
1.475000000000000066e-06,3.959156899999999868e-01
1.475500000000000103e-06,2.490216899999999900e-01
1.475999999999999929e-06,1.332276300000000135e-01
1.476499999999999967e-06,1.100997600000000048e-01
1.477000000000000004e-06,9.331667000000000434e-02
1.477500000000000042e-06,8.283073000000000519e-02
1.478000000000000079e-06,1.362462600000000079e-01
1.478499999999999905e-06,2.364211700000000138e-01
1.479000000000000154e-06,2.242202600000000046e-01
1.479499999999999980e-06,1.410658399999999979e-01
1.480000000000000018e-06,9.888603999999999450e-02
1.480499999999999844e-06,1.207302400000000026e-01
1.481000000000000093e-06,2.066543000000000130e-01
1.481500000000000130e-06,1.989209700000000025e-01
1.481999999999999956e-06,1.687640699999999883e-01
