m, W/sr m3
1.190499999999999867e-06,1.813978499999999534e+06
1.191000000000000117e-06,1.801546999999999534e+06
1.191499999999999942e-06,1.819620150000000838e+06
1.191999999999999980e-06,1.845312300000000512e+06
1.192499999999999806e-06,1.866597937500000466e+06
1.193000000000000055e-06,1.858555199999999721e+06
1.193500000000000093e-06,1.842831149999999907e+06
1.193999999999999918e-06,1.834922599999999860e+06
1.194499999999999956e-06,1.816903262499999953e+06
1.194999999999999994e-06,1.792436000000000466e+06
1.195500000000000031e-06,1.758368400000000838e+06
1.195999999999999857e-06,1.763580199999999255e+06
1.196499999999999895e-06,1.786869137499999022e+06
1.197000000000000144e-06,1.814132475000001024e+06
1.197499999999999970e-06,1.799523562499998836e+06
1.198000000000000007e-06,1.758102899999998044e+06
1.198499999999999833e-06,1.683368424999998417e+06
1.199000000000000082e-06,1.639063399999999674e+06
1.199499999999999908e-06,1.622262362500000279e+06
1.199999999999999946e-06,1.675552500000000000e+06
1.200499999999999983e-06,1.708021049999999814e+06
1.201000000000000021e-06,1.724526100000000093e+06
1.201500000000000058e-06,1.714184150000000140e+06
1.201999999999999884e-06,1.722185999999999302e+06
1.202499999999999922e-06,1.735596625000002095e+06
1.203000000000000171e-06,1.674192949999997392e+06
1.203499999999999997e-06,1.601669174999997020e+06
1.204000000000000034e-06,1.529094400000001770e+06
1.204499999999999860e-06,1.584546825000001350e+06
1.205000000000000110e-06,1.658225750000001630e+06
1.205499999999999935e-06,1.744676700000000186e+06
1.205999999999999973e-06,1.770756400000000140e+06
1.206500000000000011e-06,1.768294712500000140e+06
1.207000000000000048e-06,1.739777575000000419e+06
1.207500000000000086e-06,1.703415437500000698e+06
1.207999999999999911e-06,1.679283100000000326e+06
1.208499999999999949e-06,1.667426887500000419e+06
1.208999999999999987e-06,1.672568299999999814e+06
1.209500000000000024e-06,1.689615425000001211e+06
1.210000000000000062e-06,1.719596500000000931e+06
1.210499999999999888e-06,1.722956875000000000e+06
1.211000000000000137e-06,1.705017449999999022e+06
1.211499999999999963e-06,1.662313924999999115e+06
1.212000000000000000e-06,1.656438399999999907e+06
1.212499999999999826e-06,1.672995937500000000e+06
1.213000000000000075e-06,1.716552474999999627e+06
1.213500000000000113e-06,1.723745149999999907e+06
1.213999999999999939e-06,1.710549050000000745e+06
1.214499999999999976e-06,1.672044462500001071e+06
1.215000000000000014e-06,1.675857499999999767e+06
1.215500000000000051e-06,1.695179012500001583e+06
1.215999999999999877e-06,1.731408900000001304e+06
1.216499999999999915e-06,1.743600587500000373e+06
1.217000000000000164e-06,1.751753975000000093e+06
1.217499999999999990e-06,1.759444312500000233e+06
1.218000000000000027e-06,1.753326250000000000e+06
1.218499999999999853e-06,1.741033324999999953e+06
1.219000000000000103e-06,1.721473550000000047e+06
1.219499999999999928e-06,1.718124762499999953e+06
1.219999999999999966e-06,1.721297999999999767e+06
1.220500000000000004e-06,1.731011762499999721e+06
1.221000000000000041e-06,1.730265075000000186e+06
1.221500000000000079e-06,1.722898400000000605e+06
1.221999999999999904e-06,1.705547199999999255e+06
1.222499999999999942e-06,1.698320999999999767e+06
1.223000000000000191e-06,1.696494575000000186e+06
1.223500000000000017e-06,1.701447337500000140e+06
1.224000000000000055e-06,1.708325800000000047e+06
1.224499999999999881e-06,1.716684950000000186e+06
1.225000000000000130e-06,1.727767500000000000e+06
1.225499999999999956e-06,1.732781312500000000e+06
1.225999999999999993e-06,1.730398250000000466e+06
1.226499999999999819e-06,1.708543937500000466e+06
1.227000000000000068e-06,1.686675900000000605e+06
1.227500000000000106e-06,1.672702187499999302e+06
1.227999999999999932e-06,1.694821000000000931e+06
1.228499999999999969e-06,1.717495787500000792e+06
1.229000000000000007e-06,1.736235024999999907e+06
1.229500000000000044e-06,1.732009637499999953e+06
1.230000000000000082e-06,1.732956500000000000e+06
1.230499999999999908e-06,1.737449550000000047e+06
1.231000000000000157e-06,1.746416100000000093e+06
1.231499999999999983e-06,1.747808512499999953e+06
1.232000000000000020e-06,1.743434300000000047e+06
1.232499999999999846e-06,1.729872062500000000e+06
1.233000000000000096e-06,1.720474250000000000e+06
1.233500000000000133e-06,1.715238837499999674e+06
1.233999999999999959e-06,1.724820349999999627e+06
1.234499999999999997e-06,1.732362587500000140e+06
1.235000000000000034e-06,1.737815625000000000e+06
1.235500000000000072e-06,1.734211812500000000e+06
1.235999999999999897e-06,1.729117600000000093e+06
1.236499999999999935e-06,1.722808299999999814e+06
1.237000000000000184e-06,1.717465399999999907e+06
1.237500000000000010e-06,1.714865625000000000e+06
1.238000000000000048e-06,1.714793250000000000e+06
1.238499999999999874e-06,1.713900562500000000e+06
1.239000000000000123e-06,1.709539650000000140e+06
1.239499999999999949e-06,1.701644325000000186e+06
1.239999999999999986e-06,1.691292000000000466e+06
1.240500000000000024e-06,1.684772212499999907e+06
1.241000000000000061e-06,1.682609924999999814e+06
1.241500000000000099e-06,1.685099362500000279e+06
1.241999999999999925e-06,1.686241900000000140e+06
1.242499999999999962e-06,1.685461625000000000e+06
1.243000000000000000e-06,1.680754050000000047e+06
1.243500000000000037e-06,1.675207937500000000e+06
1.244000000000000075e-06,1.668893000000000000e+06
1.244499999999999901e-06,1.664971037500000093e+06
1.245000000000000150e-06,1.661668500000000000e+06
1.245499999999999976e-06,1.658944150000000140e+06
1.246000000000000013e-06,1.654763150000000140e+06
1.246499999999999839e-06,1.650042612500000279e+06
1.247000000000000089e-06,1.644732774999999674e+06
1.247500000000000126e-06,1.638734749999999767e+06
1.247999999999999952e-06,1.632452299999999814e+06
1.248499999999999990e-06,1.625846412499999860e+06
1.249000000000000027e-06,1.620212924999999814e+06
1.249500000000000065e-06,1.614837099999999860e+06
1.250000000000000102e-06,1.609600000000000000e+06
1.250499999999999928e-06,1.602620087500000140e+06
1.250999999999999966e-06,1.594801400000000140e+06
1.251500000000000003e-06,1.585967100000000093e+06
1.252000000000000041e-06,1.576529600000000326e+06
1.252499999999999867e-06,1.567633312500000233e+06
1.252999999999999904e-06,1.560604224999999627e+06
1.253500000000000153e-06,1.554159487499999814e+06
1.253999999999999979e-06,1.547290249999999767e+06
1.254500000000000017e-06,1.538594812499999767e+06
1.254999999999999843e-06,1.528963374999999767e+06
1.255500000000000092e-06,1.519077174999999814e+06
1.255999999999999918e-06,1.509462599999999860e+06
1.256499999999999955e-06,1.499730212499999907e+06
1.256999999999999993e-06,1.489709174999999814e+06
1.257500000000000030e-06,1.478725812500000233e+06
1.258000000000000068e-06,1.467938100000000326e+06
1.258499999999999894e-06,1.455935912500000559e+06
1.258999999999999931e-06,1.437824275000000605e+06
1.259499999999999969e-06,1.416544862499999115e+06
1.260000000000000007e-06,1.393502999999999069e+06
1.260500000000000044e-06,1.369585587499999441e+06
1.260999999999999870e-06,1.345486499999999534e+06
1.261500000000000119e-06,1.321825774999999674e+06
1.261999999999999945e-06,1.301895699999999953e+06
1.262499999999999983e-06,1.284370625000000000e+06
1.262999999999999808e-06,1.267854300000000047e+06
1.263500000000000058e-06,1.246932350000000326e+06
1.264000000000000095e-06,1.226583700000000419e+06
1.264499999999999921e-06,1.207866862500000047e+06
1.264999999999999959e-06,1.203826625000000233e+06
1.265499999999999996e-06,1.201946662500000093e+06
1.266000000000000034e-06,1.202074250000000233e+06
1.266499999999999860e-06,1.208389187500000233e+06
1.266999999999999897e-06,1.212573425000000047e+06
1.267500000000000146e-06,1.212430124999998603e+06
1.267999999999999972e-06,1.126031199999999022e+06
1.268500000000000010e-06,1.026642252499999595e+06
1.268999999999999836e-06,9.156679049999997951e+05
1.269500000000000085e-06,9.616657774999995017e+05
1.270000000000000123e-06,1.046167049999997835e+06
1.270499999999999948e-06,1.170504532499996945e+06
1.270999999999999986e-06,1.229551999999998137e+06
1.271500000000000023e-06,1.266341499999999534e+06
1.272000000000000061e-06,1.279302000000000466e+06
1.272499999999999887e-06,1.286259312500000000e+06
1.272999999999999924e-06,1.293811750000000233e+06
1.273500000000000174e-06,1.302474125000000466e+06
1.274000000000000000e-06,1.308461250000000233e+06
1.274500000000000037e-06,1.316327350000000093e+06
1.274999999999999863e-06,1.327092500000000233e+06
1.275500000000000112e-06,1.338312699999999953e+06
1.275999999999999938e-06,1.344611800000000047e+06
1.276499999999999976e-06,1.343243012499999953e+06
1.277000000000000013e-06,1.350093299999999814e+06
1.277500000000000051e-06,1.359919437499999767e+06
1.278000000000000088e-06,1.372939450000000652e+06
1.278499999999999914e-06,1.374798675000000047e+06
1.278999999999999952e-06,1.375069824999999953e+06
1.279499999999999989e-06,1.375883162499999860e+06
1.280000000000000027e-06,1.376152000000000000e+06
1.280500000000000064e-06,1.373367987500000047e+06
1.280999999999999890e-06,1.364315475000000093e+06
1.281500000000000139e-06,1.339864275000000140e+06
1.281999999999999965e-06,1.315626900000000140e+06
1.282500000000000003e-06,1.300695875000000466e+06
1.282999999999999829e-06,1.326388599999999162e+06
1.283500000000000078e-06,1.362055462499998976e+06
1.284000000000000116e-06,1.394185600000001490e+06
1.284499999999999941e-06,1.406130400000000140e+06
1.284999999999999979e-06,1.412896250000000466e+06
1.285500000000000016e-06,1.423542375000000233e+06
1.286000000000000054e-06,1.428489750000000000e+06
1.286499999999999880e-06,1.429002787499999860e+06
1.286999999999999917e-06,1.421193425000000047e+06
1.287500000000000167e-06,1.409357500000000000e+06
1.287999999999999993e-06,1.394933300000000047e+06
1.288500000000000030e-06,1.376689412500000326e+06
1.288999999999999856e-06,1.371654000000000000e+06
1.289500000000000105e-06,1.375664949999999488e+06
1.289999999999999931e-06,1.393888999999999302e+06
1.290499999999999969e-06,1.403885374999999767e+06
1.291000000000000006e-06,1.406127275000000838e+06
1.291500000000000044e-06,1.388068537500001024e+06
1.292000000000000081e-06,1.370505400000001071e+06
1.292499999999999907e-06,1.356437124999999302e+06
1.292999999999999945e-06,1.365284649999999441e+06
1.293500000000000194e-06,1.375856187500000931e+06
1.294000000000000020e-06,1.385314649999999208e+06
1.294500000000000057e-06,1.374476762499999255e+06
1.294999999999999883e-06,1.354834874999998137e+06
1.295500000000000132e-06,1.329535962499998976e+06
1.295999999999999958e-06,1.311305299999998882e+06
1.296499999999999996e-06,1.294154974999999162e+06
1.297000000000000033e-06,1.278298024999999674e+06
1.297500000000000071e-06,1.271136687499999767e+06
1.298000000000000109e-06,1.285239850000000792e+06
1.298499999999999934e-06,1.317284550000000279e+06
1.298999999999999972e-06,1.333339700000000186e+06
1.299500000000000009e-06,1.322274524999999674e+06
1.300000000000000047e-06,1.285390000000000000e+06
1.300500000000000085e-06,1.254774125000000233e+06
1.300999999999999910e-06,1.246120499999999767e+06
1.301500000000000160e-06,1.260535749999999767e+06
1.301999999999999986e-06,1.281697699999999488e+06
1.302500000000000023e-06,1.285530500000000466e+06
1.302999999999999849e-06,1.269078600000000792e+06
1.303500000000000098e-06,1.213845400000002701e+06
1.304000000000000136e-06,1.167778400000001770e+06
1.304499999999999962e-06,1.136011950000002049e+06
1.304999999999999999e-06,1.178707124999996740e+06
1.305500000000000037e-06,1.212910424999998882e+06
1.306000000000000074e-06,1.226704100000001257e+06
1.306499999999999900e-06,1.181862549999995856e+06
1.306999999999999938e-06,1.146019674999999115e+06
1.307500000000000187e-06,1.134308937499999302e+06
1.308000000000000013e-06,1.157514200000001816e+06
1.308500000000000050e-06,1.177012562500000233e+06
1.308999999999999876e-06,1.181542125000000233e+06
1.309500000000000126e-06,1.142138649999998044e+06
1.309999999999999951e-06,1.101686749999999069e+06
1.310499999999999989e-06,1.073934087499999208e+06
1.311000000000000026e-06,1.105147175000000978e+06
1.311500000000000064e-06,1.139085875000000233e+06
1.312000000000000102e-06,1.152377000000000000e+06
1.312499999999999927e-06,1.100595312500000000e+06
1.312999999999999965e-06,1.038038145000000368e+06
1.313499999999999791e-06,9.880172275000007357e+05
1.314000000000000040e-06,9.706514300000002841e+05
1.314500000000000078e-06,9.633146362500002142e+05
1.314999999999999903e-06,9.580570375000002095e+05
1.315499999999999941e-06,9.830516187499985099e+05
1.315999999999999979e-06,1.021231599999997648e+06
1.316500000000000016e-06,1.069840087499997346e+06
1.317000000000000054e-06,1.091312774999999208e+06
1.317499999999999880e-06,1.097150750000000931e+06
1.318000000000000129e-06,1.082894200000001118e+06
1.318499999999999955e-06,1.037920633749994799e+06
1.318999999999999992e-06,9.798408099999951664e+05
1.319499999999999818e-06,9.206748049999955110e+05
1.320000000000000067e-06,9.020214000000000233e+05
1.320500000000000105e-06,9.097418150000026217e+05
1.320999999999999931e-06,9.538260300000023562e+05
1.321499999999999968e-06,9.822219412500009639e+05
1.322000000000000006e-06,9.934332799999982817e+05
1.322500000000000043e-06,9.512613999999985099e+05
1.322999999999999869e-06,9.057904349999986589e+05
1.323499999999999907e-06,8.668700075000005309e+05
1.324000000000000156e-06,8.906498800000003539e+05
1.324499999999999982e-06,9.305351250000003492e+05
1.325000000000000019e-06,9.770028125000000000e+05
1.325499999999999845e-06,9.865545687499999767e+05
1.326000000000000095e-06,9.781422250000003260e+05
1.326499999999999920e-06,9.560569975000006380e+05
1.326999999999999958e-06,9.235592050000008894e+05
1.327499999999999996e-06,8.882530125000013504e+05
1.328000000000000033e-06,8.497501400000024587e+05
1.328500000000000071e-06,7.908578925000028685e+05
1.328999999999999896e-06,7.494024100000014296e+05
1.329499999999999934e-06,7.240517187499991851e+05
1.329999999999999972e-06,7.378883749999990687e+05
1.330500000000000009e-06,7.230761950000032084e+05
1.331000000000000047e-06,6.805736899999962188e+05
1.331499999999999873e-06,6.140017774999944959e+05
1.332000000000000122e-06,5.856671600000009639e+05
1.332499999999999948e-06,5.982064437500009080e+05
1.332999999999999985e-06,6.327731975000022212e+05
1.333499999999999811e-06,6.576492012500007404e+05
1.334000000000000060e-06,6.703630550000006333e+05
1.334500000000000098e-06,7.159111962500018999e+05
1.334999999999999924e-06,7.482558375000004889e+05
1.335499999999999961e-06,7.610503637500003679e+05
1.335999999999999999e-06,7.356271699999994598e+05
1.336500000000000036e-06,7.118592862499997718e+05
1.336999999999999862e-06,6.950880024999999441e+05
1.337499999999999900e-06,6.722141562500000000e+05
1.338000000000000149e-06,6.630484349999999395e+05
1.338499999999999975e-06,6.768269012499997625e+05
1.339000000000000012e-06,7.065287749999993248e+05
1.339499999999999838e-06,7.171746275000007590e+05
1.340000000000000088e-06,6.900118000000009779e+05
1.340500000000000125e-06,6.396996550000023562e+05
1.340999999999999951e-06,6.089533749999991851e+05
1.341499999999999989e-06,6.249225624999990687e+05
1.342000000000000026e-06,6.671182399999970803e+05
1.342500000000000064e-06,6.977802750000004889e+05
1.342999999999999889e-06,6.906572900000005029e+05
1.343499999999999927e-06,6.226513862499925308e+05
1.344000000000000176e-06,5.408460699999935459e+05
1.344500000000000002e-06,4.626552412499940838e+05
1.345000000000000040e-06,4.504303375000004889e+05
1.345499999999999866e-06,4.549895099999998929e+05
1.346000000000000115e-06,4.529211199999998789e+05
1.346499999999999941e-06,4.272059212499983842e+05
1.346999999999999978e-06,3.906873099999980768e+05
1.347500000000000016e-06,3.447621749999984168e+05
1.348000000000000053e-06,2.925120799999985029e+05
1.348500000000000091e-06,2.506391225000001141e+05
1.348999999999999917e-06,2.557611650000000664e+05
1.349499999999999954e-06,2.699611137500001350e+05
1.349999999999999992e-06,2.790272500000000000e+05
1.350500000000000029e-06,2.494839225000002189e+05
1.351000000000000067e-06,2.236208350000003411e+05
1.351499999999999893e-06,2.027684487500000978e+05
1.352000000000000142e-06,1.984418900000001304e+05
1.352499999999999968e-06,1.918862000000002736e+05
1.353000000000000005e-06,1.837105900000004331e+05
1.353499999999999831e-06,1.728846050000005343e+05
1.354000000000000081e-06,1.603189400000007590e+05
1.354500000000000118e-06,1.467684987500008137e+05
1.354999999999999944e-06,1.335825125000009139e+05
1.355499999999999982e-06,1.285186649999999790e+05
1.356000000000000019e-06,1.294402000000006519e+05
1.356500000000000057e-06,1.367602375000005995e+05
1.356999999999999882e-06,1.389387099999998754e+05
1.357499999999999920e-06,1.371782937499996915e+05
1.358000000000000169e-06,1.327089049999997369e+05
1.358499999999999995e-06,1.282102162499997503e+05
1.359000000000000033e-06,1.237049774999998044e+05
1.359499999999999859e-06,1.195926637499998324e+05
1.360000000000000108e-06,1.165292999999999302e+05
1.360500000000000145e-06,1.143181799999998184e+05
1.360999999999999971e-06,1.074517599999998638e+05
1.361500000000000009e-06,9.941257587499987858e+04
1.362000000000000046e-06,9.022258949999994365e+04
1.362500000000000084e-06,9.328360937500000000e+04
1.362999999999999910e-06,1.015374329999999027e+05
1.363499999999999947e-06,1.153123284999998141e+05
1.364000000000000197e-06,1.150074800000000105e+05
1.364500000000000022e-06,1.090038433750003314e+05
1.365000000000000060e-06,9.674869875000043248e+04
1.365499999999999886e-06,1.008130996249997988e+05
1.366000000000000135e-06,1.090565349999993923e+05
1.366499999999999961e-06,1.215217587499993097e+05
1.366999999999999998e-06,1.175984550000003219e+05
1.367500000000000036e-06,1.093475506250008475e+05
1.368000000000000074e-06,9.689403100000093400e+04
1.368500000000000111e-06,9.635171562500006985e+04
1.368999999999999937e-06,1.002249370000007184e+05
1.369499999999999975e-06,1.089632235000006622e+05
1.370000000000000012e-06,1.107671250000000582e+05
1.370500000000000050e-06,1.095357374999996973e+05
1.371000000000000087e-06,1.047152249999997293e+05
1.371499999999999913e-06,1.019738212499998917e+05
1.372000000000000162e-06,1.013793200000001234e+05
1.372499999999999988e-06,1.043258500000001077e+05
1.373000000000000026e-06,1.129219750000002678e+05
1.373499999999999852e-06,1.216471775000001217e+05
1.374000000000000101e-06,1.278854100000000908e+05
1.374500000000000138e-06,1.302951737500000163e+05
1.374999999999999964e-06,1.322990000000000000e+05
1.375500000000000002e-06,1.357586599999999744e+05
1.375999999999999828e-06,1.345594700000000303e+05
1.376500000000000077e-06,1.328574662499999977e+05
1.376999999999999903e-06,1.336701424999999872e+05
1.377499999999999940e-06,1.401446499999997031e+05
1.377999999999999978e-06,1.452173000000002503e+05
1.378500000000000015e-06,1.394379750000002678e+05
1.379000000000000053e-06,1.320733500000004424e+05
1.379499999999999879e-06,1.248770625000002619e+05
1.379999999999999916e-06,1.206120000000002910e+05
1.380500000000000166e-06,1.108894275000009220e+05
1.380999999999999992e-06,1.004137677499996935e+05
1.381500000000000029e-06,9.703339162499971280e+04
1.381999999999999855e-06,9.491726049999987299e+04
1.382500000000000104e-06,9.265934624999956577e+04
1.382999999999999930e-06,8.645166349999961676e+04
1.383499999999999968e-06,8.773278550000028918e+04
1.383999999999999793e-06,9.330685800000034214e+04
1.384500000000000043e-06,1.003532702500002924e+05
1.385000000000000080e-06,1.031001125000000175e+05
1.385499999999999906e-06,1.037936650000001537e+05
1.385999999999999944e-06,1.087847800000001153e+05
1.386499999999999981e-06,1.170667512500001467e+05
1.387000000000000019e-06,1.264448574999999837e+05
1.387500000000000056e-06,1.242237187500000000e+05
1.387999999999999882e-06,1.198331600000000471e+05
1.388500000000000131e-06,1.150306787499998172e+05
1.388999999999999957e-06,1.281703774999997258e+05
1.389499999999999995e-06,1.410718199999996577e+05
1.389999999999999821e-06,1.533426999999999534e+05
1.390500000000000070e-06,1.545250149999999558e+05
1.391000000000000108e-06,1.530131625000001804e+05
1.391499999999999933e-06,1.489081037500008824e+05
1.391999999999999971e-06,1.328192300000010000e+05
1.392500000000000008e-06,1.204820937500005966e+05
1.393000000000000046e-06,1.118825375000006461e+05
1.393499999999999872e-06,1.222646125000009488e+05
1.393999999999999909e-06,1.269484349999998522e+05
1.394500000000000159e-06,1.251293362499998620e+05
1.394999999999999985e-06,1.088373299999988376e+05
1.395500000000000022e-06,9.594154087499949674e+04
1.395999999999999848e-06,8.782092799999956333e+04
1.396500000000000097e-06,9.384294712500032620e+04
1.396999999999999923e-06,1.073120715000009077e+05
1.397499999999999961e-06,1.295447512500007579e+05
1.397999999999999998e-06,1.506362800000005809e+05
1.398500000000000036e-06,1.613716174999999057e+05
1.399000000000000073e-06,1.569002449999999662e+05
1.399499999999999899e-06,1.350860637499998556e+05
1.399999999999999937e-06,1.131496250000000000e+05
1.400499999999999974e-06,9.452518812500013155e+04
1.401000000000000012e-06,9.062081400000002759e+04
1.401500000000000049e-06,9.729315337499955785e+04
1.401999999999999875e-06,1.191356294999993988e+05
1.402500000000000124e-06,1.436257999999991443e+05
1.402999999999999950e-06,1.592497750000001397e+05
1.403499999999999988e-06,1.557649875000001630e+05
1.403999999999999814e-06,1.388174600000010978e+05
1.404500000000000063e-06,1.217432375000006432e+05
1.405000000000000101e-06,1.112888750000007130e+05
1.405499999999999926e-06,1.194972962499990099e+05
1.405999999999999964e-06,1.313045200000007462e+05
1.406500000000000001e-06,1.397632300000007090e+05
1.407000000000000039e-06,1.338267024999992282e+05
1.407500000000000077e-06,1.276700125000004045e+05
1.407999999999999902e-06,1.335987800000003772e+05
1.408500000000000152e-06,1.376224800000001851e+05
1.408999999999999978e-06,1.371733524999993679e+05
1.409500000000000015e-06,1.240019137499994540e+05
1.409999999999999841e-06,1.229002250000001222e+05
1.410500000000000090e-06,1.291933375000004598e+05
1.411000000000000128e-06,1.457444250000003376e+05
1.411499999999999954e-06,1.567276637500001234e+05
1.411999999999999991e-06,1.665671600000001199e+05
1.412500000000000029e-06,1.823333437500000000e+05
1.413000000000000066e-06,1.955963049999999057e+05
1.413499999999999892e-06,2.013630787500003935e+05
1.413999999999999930e-06,1.734986650000005611e+05
1.414500000000000179e-06,1.444965900000007823e+05
1.415000000000000005e-06,1.214106374999993131e+05
1.415500000000000042e-06,1.412302837499991874e+05
1.415999999999999868e-06,1.741399999999980500e+05
1.416500000000000117e-06,2.111336012499997742e+05
1.416999999999999943e-06,2.155196724999997241e+05
1.417499999999999981e-06,2.071210750000011758e+05
1.418000000000000018e-06,1.902979400000010501e+05
1.418500000000000056e-06,1.763508549999987590e+05
1.419000000000000094e-06,1.594502099999984202e+05
1.419499999999999919e-06,1.414326012499999779e+05
1.419999999999999957e-06,1.411356999999999825e+05
1.420499999999999994e-06,1.532592962500013818e+05
1.421000000000000032e-06,1.760142475000017439e+05
1.421500000000000070e-06,2.077615212500015332e+05
1.421999999999999895e-06,2.311432350000006554e+05
1.422500000000000145e-06,2.464596874999990978e+05
1.422999999999999971e-06,2.201882249999992782e+05
1.423500000000000008e-06,1.993135224999996717e+05
1.423999999999999834e-06,1.838971399999997811e+05
1.424500000000000083e-06,2.056541075000001292e+05
1.425000000000000121e-06,2.197284374999999709e+05
1.425499999999999947e-06,2.245919312499999360e+05
1.425999999999999984e-06,2.321236949999998906e+05
1.426500000000000022e-06,2.436306387499996927e+05
1.427000000000000059e-06,2.598993724999995611e+05
1.427500000000000097e-06,2.315853125000010768e+05
1.427999999999999923e-06,2.022849200000010896e+05
1.428500000000000172e-06,1.758111150000012713e+05
1.428999999999999998e-06,1.942524799999987590e+05
1.429500000000000035e-06,2.281455012499968580e+05
1.429999999999999861e-06,2.787251749999965541e+05
1.430500000000000110e-06,3.000539049999986892e+05
1.431000000000000148e-06,2.884760999999946216e+05
1.431499999999999974e-06,2.281436499999950174e+05
1.432000000000000011e-06,1.750541899999960733e+05
1.432500000000000049e-06,1.483980187500013853e+05
1.433000000000000087e-06,1.687374075000012526e+05
1.433499999999999912e-06,1.976250350000016915e+05
1.433999999999999950e-06,2.159287499999996508e+05
1.434500000000000199e-06,2.088203124999997090e+05
1.435000000000000025e-06,2.099619625000001106e+05
1.435500000000000063e-06,2.166212950000004203e+05
1.435999999999999888e-06,2.317004400000003225e+05
1.436500000000000138e-06,2.226008824999997742e+05
1.436999999999999964e-06,2.040135549999997893e+05
1.437500000000000001e-06,1.775728125000000000e+05
1.438000000000000039e-06,1.775349849999999278e+05
1.438499999999999864e-06,1.903260312499996217e+05
1.439000000000000114e-06,2.169909374999994470e+05
1.439499999999999940e-06,2.274259224999998696e+05
1.439999999999999977e-06,2.308457000000000407e+05
1.440499999999999803e-06,2.298789525000000431e+05
1.441000000000000052e-06,2.233967125000004307e+05
1.441500000000000090e-06,2.142674112500006158e+05
1.441999999999999916e-06,2.033878650000006892e+05
1.442499999999999953e-06,2.092850874999990920e+05
1.442999999999999991e-06,2.249189074999980512e+05
1.443500000000000028e-06,2.507268337500023190e+05
1.443999999999999854e-06,2.679481600000010803e+05
1.444499999999999892e-06,2.749646112499980954e+05
1.445000000000000141e-06,2.494198624999982421e+05
1.445499999999999967e-06,2.181583024999978661e+05
1.446000000000000004e-06,1.891928950000004552e+05
1.446499999999999830e-06,1.975160487500004238e+05
1.447000000000000080e-06,2.281836500000018568e+05
1.447499999999999905e-06,2.728101562500015716e+05
1.447999999999999943e-06,3.178247500000012224e+05
1.448499999999999981e-06,3.437369537500002771e+05
1.449000000000000018e-06,3.531023199999995995e+05
1.449500000000000056e-06,3.234571599999997998e+05
1.449999999999999881e-06,2.735897500000000000e+05
1.450499999999999919e-06,2.102996012500002107e+05
1.451000000000000168e-06,1.817263275000003923e+05
1.451499999999999994e-06,1.883909137499992503e+05
1.452000000000000032e-06,2.247348399999990361e+05
1.452499999999999858e-06,2.600072374999987951e+05
1.453000000000000107e-06,2.996574699999982258e+05
1.453499999999999933e-06,3.433655924999980489e+05
1.453999999999999970e-06,3.842030699999977369e+05
1.454500000000000008e-06,3.896372025000019348e+05
1.455000000000000045e-06,3.587184750000021304e+05
1.455500000000000083e-06,3.196988062500029337e+05
1.455999999999999909e-06,3.114043200000023935e+05
1.456499999999999946e-06,3.381003050000022049e+05
1.456999999999999984e-06,3.637058600000019069e+05
1.457500000000000021e-06,3.848021375000010594e+05
1.458000000000000059e-06,4.003190300000009593e+05
1.458499999999999885e-06,4.377121812500021188e+05
1.459000000000000134e-06,4.594470049999998882e+05
1.459499999999999960e-06,4.573191024999999208e+05
1.459999999999999997e-06,4.068803999999981024e+05
1.460499999999999823e-06,3.570798199999988428e+05
1.461000000000000073e-06,3.158072399999991758e+05
1.461500000000000110e-06,3.212901162500001374e+05
1.461999999999999936e-06,3.351177350000001024e+05
1.462499999999999974e-06,3.525767187500000000e+05
1.463000000000000011e-06,3.383499075000001467e+05
1.463500000000000049e-06,3.356535174999996088e+05
1.463999999999999874e-06,3.646546199999994133e+05
1.464499999999999912e-06,4.007464512499989942e+05
1.465000000000000161e-06,4.101014250000017346e+05
1.465499999999999987e-06,3.600064475000020466e+05
1.466000000000000025e-06,3.023310550000028452e+05
1.466499999999999851e-06,2.544722662500011211e+05
1.467000000000000100e-06,2.341117175000012503e+05
1.467499999999999926e-06,2.460884874999985623e+05
1.467999999999999963e-06,2.726200799999968731e+05
1.468500000000000001e-06,3.143158600000037113e+05
1.469000000000000038e-06,3.202080124999995460e+05
1.469500000000000076e-06,3.043719487499964307e+05
1.469999999999999902e-06,2.568869249999967287e+05
1.470499999999999939e-06,2.223959599999981583e+05
1.471000000000000189e-06,1.996916100000001315e+05
1.471500000000000014e-06,2.017520650000001187e+05
1.472000000000000052e-06,2.128642500000006403e+05
1.472499999999999878e-06,2.274364625000004889e+05
1.473000000000000127e-06,2.411071450000003970e+05
1.473499999999999953e-06,2.701536000000007334e+05
1.473999999999999990e-06,3.129318750000010477e+05
1.474499999999999816e-06,3.875374062500005239e+05
1.475000000000000066e-06,4.284768750000000000e+05
1.475500000000000103e-06,4.399017137500004028e+05
1.475999999999999929e-06,3.812812400000008056e+05
1.476499999999999967e-06,3.320677000000008848e+05
1.477000000000000004e-06,2.919840150000003632e+05
1.477500000000000042e-06,2.783503625000004540e+05
1.478000000000000079e-06,2.843349099999992177e+05
1.478499999999999905e-06,3.041234574999984470e+05
1.479000000000000154e-06,3.364070049999982002e+05
1.479499999999999980e-06,3.339005375000016647e+05
1.480000000000000018e-06,3.077853000000011525e+05
1.480499999999999844e-06,2.911786675000012619e+05
1.481000000000000093e-06,2.977683550000021933e+05
