9.000000000000000652e-07,4.868076399999999859e-01
9.004999999999999968e-07,4.645107099999999933e-01
9.010000000000000344e-07,4.529471700000000101e-01
9.014999999999999661e-07,4.759688999999999726e-01
9.020000000000000037e-07,4.745633599999999896e-01
9.024999999999999353e-07,4.761565899999999907e-01
9.029999999999999729e-07,5.101262899999999822e-01
9.035000000000000105e-07,5.689027300000000231e-01
9.040000000000000480e-07,5.990072499999999911e-01
9.044999999999999797e-07,5.913518100000000333e-01
9.050000000000000173e-07,5.868640499999999705e-01
9.054999999999999490e-07,5.852694499999999689e-01
9.059999999999999865e-07,5.666073000000000359e-01
9.065000000000000241e-07,5.280676499999999995e-01
9.070000000000000617e-07,4.898866399999999843e-01
9.074999999999999933e-07,4.677013799999999999e-01
9.080000000000000309e-07,4.725312300000000243e-01
9.084999999999999626e-07,4.728237699999999766e-01
9.090000000000000002e-07,4.641593999999999998e-01
9.094999999999999318e-07,4.674756800000000045e-01
9.100000000000000753e-07,4.732728900000000016e-01
9.105000000000000070e-07,4.652589599999999992e-01
9.110000000000000445e-07,4.803630999999999873e-01
9.114999999999999762e-07,5.092890300000000314e-01
9.120000000000000138e-07,5.014317000000000357e-01
9.124999999999999455e-07,4.961033799999999827e-01
9.129999999999999830e-07,4.531609400000000121e-01
9.135000000000000206e-07,3.978799599999999770e-01
9.140000000000000582e-07,4.327976099999999993e-01
9.144999999999999899e-07,5.074663799999999947e-01
9.150000000000000274e-07,4.859496400000000160e-01
9.154999999999999591e-07,4.066572500000000256e-01
9.159999999999999967e-07,4.317014499999999866e-01
9.165000000000000342e-07,5.033249899999999721e-01
9.170000000000000718e-07,4.885654700000000017e-01
9.175000000000000035e-07,4.296101900000000029e-01
9.180000000000000410e-07,4.344739300000000082e-01
9.184999999999999727e-07,4.960303600000000035e-01
9.190000000000000103e-07,5.378649199999999686e-01
9.194999999999999420e-07,5.459977400000000092e-01
9.200000000000000854e-07,5.705367300000000474e-01
9.205000000000000171e-07,5.968890199999999924e-01
9.210000000000000547e-07,5.799360900000000152e-01
9.214999999999999864e-07,5.532287399999999966e-01
9.220000000000000239e-07,5.553338500000000177e-01
9.224999999999999556e-07,5.807991000000000126e-01
9.229999999999999932e-07,5.815293200000000162e-01
9.235000000000000307e-07,5.505161899999999608e-01
9.240000000000000683e-07,5.263618199999999803e-01
9.245000000000000000e-07,5.229539899999999797e-01
9.250000000000000376e-07,5.355333100000000401e-01
9.254999999999999692e-07,5.526889600000000069e-01
